Topic,Words,Frequency,Timestamp,Name
10,"housing, new housing, new, development, charges",1,2025-01-31 16:19:12.000,10_housing_homes_affordable_units
13,"highway, tunnel, tolls, 407, 401",6,2025-01-31 16:19:12.000,13_tunnel_highway_401_407
17,"transit, lrt, metrolinx, ottawa, said",13,2025-01-31 16:19:12.000,17_transit_metrolinx_lrt_crosstown
18,"greenbelt, frontier, properties, group, rcmp",3,2025-01-31 16:19:12.000,18_greenbelt_commissioner_rcmp_integrity
21,"urban, boundary, land, development, city",2,2025-01-31 16:19:12.000,21_land_development_urban_appeal
-1,"ford, ontario, said, party, ndp",16,2025-02-09 02:52:48.000,-1_government_ontario_said_ford
0,"ford, election, trump, tariffs, said",86,2025-02-09 02:52:48.000,0_ford_election_tariffs_trump
1,"care, health, family, health care, doctors",8,2025-02-09 02:52:48.000,1_care_health_hospital_health care
2,"ford, tax, government, ontario, border",2,2025-02-09 02:52:48.000,2_tax_billion_government_ford
3,"colleges, students, college, tuition, student",9,2025-02-09 02:52:48.000,3_students_colleges_school_education
4,"mental, mental health, housing, encampments, health",1,2025-02-09 02:52:48.000,4_encampments_homeless_people_housing
5,"ndp said, northern, safety, lanes, ndp",1,2025-02-09 02:52:48.000,5_bike_lanes_bike lanes_traffic
6,"beer, billion government, cancellation, store, beer store",1,2025-02-09 02:52:48.000,6_beer_stores_store_alcohol
8,"sites, site, drug, safe, spaces",2,2025-02-09 02:52:48.000,8_sites_drug_health_consumption
9,"bail, judges, police, ford, campaign",2,2025-02-09 02:52:48.000,9_judges_police_bail_judicial
10,"housing, ford, homes, ontario, new",2,2025-02-09 02:52:48.000,10_housing_homes_affordable_units
11,"rates, hydro, subsidies, harris, 2002",1,2025-02-09 02:52:48.000,11_energy_power_electricity_gas
13,"highway, tunnel, congestion, transit, 401",3,2025-02-09 02:52:48.000,13_tunnel_highway_401_407
16,"therme, animals, ontario place, place, gates",2,2025-02-09 02:52:48.000,16_place_ontario place_therme_ontario
17,"transit, metrolinx, lrt, ottawa, city",1,2025-02-09 02:52:48.000,17_transit_metrolinx_lrt_crosstown
-1,"ontario, said, ford, government, advertising",17,2025-02-17 13:26:24.000,-1_government_ontario_said_ford
0,"election, ford, tariffs, party, ontario",180,2025-02-17 13:26:24.000,0_ford_election_tariffs_trump
1,"care, patients, health, hospital, family",18,2025-02-17 13:26:24.000,1_care_health_hospital_health care
2,"tax, billion, income, taxes, billion years",5,2025-02-17 13:26:24.000,2_tax_billion_government_ford
3,"education, schools, school, students, teachers",5,2025-02-17 13:26:24.000,3_students_colleges_school_education
4,"housing, hamilton, encampments, party, city",4,2025-02-17 13:26:24.000,4_encampments_homeless_people_housing
6,"beer, access, corner, sold, stores",1,2025-02-17 13:26:24.000,6_beer_stores_store_alcohol
8,"sites, drug, drug use, supervised drug, supervised",1,2025-02-17 13:26:24.000,8_sites_drug_health_consumption
9,"prison, parole, penalty, life, death",1,2025-02-17 13:26:24.000,9_judges_police_bail_judicial
10,"housing, rent, affordable, homes, units",5,2025-02-17 13:26:24.000,10_housing_homes_affordable_units
11,"energy, nuclear, electricity, plants, gas",3,2025-02-17 13:26:24.000,11_energy_power_electricity_gas
13,"tunnel, highway, 401, transit, traffic",4,2025-02-17 13:26:24.000,13_tunnel_highway_401_407
14,"party, riding, ndp, hamilton, candidate",2,2025-02-17 13:26:24.000,14_arnott_speaker_legislature_wearing
20,"workers, wage, sector, public sector, public",1,2025-02-17 13:26:24.000,20_workers_wage_court_public sector
21,"oakville, land, proposal, development, developers",2,2025-02-17 13:26:24.000,21_land_development_urban_appeal
